food_id,food_name,category,serving_size,calories_kcal_est,protein_g_est,carbohydrates_g_est,fat_g_est,fiber_g_est,sugar_g_est,sodium_mg_est,calcium_mg_est,iron_mg_est,vitamin_c_mg_est,vitamin_a_ug_est,vegetarian,vegan,data_type,source_note
FERA02470,Donut,Breads & Bakery,200 g/ml,532.3,16.81,89.65,14.94,5.6,31.38,298.8,149.4,1.12,1.9,37.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02471,Danish pastry,Breads & Bakery,25 g/ml,78.6,2.48,13.24,2.21,0.83,4.63,44.1,22.1,0.17,0.3,5.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02472,Danish pastry,Breads & Bakery,50 g/ml,157.2,4.97,26.48,4.41,1.66,9.27,88.3,44.1,0.33,0.6,11,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02473,Danish pastry,Breads & Bakery,100 g/ml,314.5,9.93,52.97,8.83,3.31,18.54,176.6,88.3,0.66,1.1,22.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02474,Danish pastry,Breads & Bakery,150 g/ml,471.7,14.9,79.45,13.24,4.97,27.81,264.8,132.4,0.99,1.7,33.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02475,Danish pastry,Breads & Bakery,200 g/ml,629,19.86,105.93,17.66,6.62,37.08,353.1,176.6,1.32,2.2,44.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02476,Apple pie,Breads & Bakery,25 g/ml,72.5,2.29,12.21,2.04,0.76,4.27,40.7,20.4,0.15,0.3,5.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02477,Apple pie,Breads & Bakery,50 g/ml,145,4.58,24.42,4.07,1.53,8.55,81.4,40.7,0.31,0.5,10.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02478,Apple pie,Breads & Bakery,100 g/ml,290,9.16,48.85,8.14,3.05,17.1,162.8,81.4,0.61,1,20.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02479,Apple pie,Breads & Bakery,150 g/ml,435.1,13.74,73.27,12.21,4.58,25.65,244.2,122.1,0.92,1.5,30.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02480,Apple pie,Breads & Bakery,200 g/ml,580.1,18.32,97.7,16.28,6.11,34.19,325.7,162.8,1.22,2,40.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02481,Granola bar,Breads & Bakery,25 g/ml,69.5,2.19,11.7,1.95,0.73,4.1,39,19.5,0.15,0.2,4.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02482,Granola bar,Breads & Bakery,50 g/ml,139,4.39,23.41,3.9,1.46,8.19,78,39,0.29,0.5,9.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02483,Granola bar,Breads & Bakery,100 g/ml,278,8.78,46.81,7.8,2.93,16.39,156,78,0.59,1,19.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02484,Granola bar,Breads & Bakery,150 g/ml,416.9,13.17,70.22,11.7,4.39,24.58,234.1,117,0.88,1.5,29.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02485,Granola bar,Breads & Bakery,200 g/ml,555.9,17.56,93.63,15.6,5.85,32.77,312.1,156,1.17,2,39,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02486,Protein bar,Breads & Bakery,25 g/ml,74.5,2.35,12.54,2.09,0.78,4.39,41.8,20.9,0.16,0.3,5.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02487,Protein bar,Breads & Bakery,50 g/ml,149,4.7,25.09,4.18,1.57,8.78,83.6,41.8,0.31,0.5,10.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02488,Protein bar,Breads & Bakery,100 g/ml,297.9,9.41,50.18,8.36,3.14,17.56,167.3,83.6,0.63,1,20.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02489,Protein bar,Breads & Bakery,150 g/ml,446.9,14.11,75.27,12.54,4.7,26.34,250.9,125.4,0.94,1.6,31.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02490,Protein bar,Breads & Bakery,200 g/ml,595.9,18.82,100.35,16.73,6.27,35.12,334.5,167.3,1.25,2.1,41.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02491,Samosa,Snacks & Street Foods,25 g/ml,68.9,1.42,9.02,3.09,0.71,3.16,38,19,0.14,0.2,4.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02492,Samosa,Snacks & Street Foods,50 g/ml,137.7,2.85,18.05,6.17,1.42,6.32,76,38,0.28,0.5,9.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02493,Samosa,Snacks & Street Foods,100 g/ml,275.5,5.7,36.09,12.35,2.85,12.63,152,76,0.57,0.9,19,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02494,Samosa,Snacks & Street Foods,150 g/ml,413.2,8.55,54.14,18.52,4.27,18.95,228,114,0.85,1.4,28.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02495,Samosa,Snacks & Street Foods,200 g/ml,550.9,11.4,72.19,24.7,5.7,25.27,303.9,152,1.14,1.9,38,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02496,Vegetable samosa,Snacks & Street Foods,25 g/ml,72.8,1.51,9.54,3.26,0.75,3.34,40.2,20.1,0.15,0.3,5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02497,Vegetable samosa,Snacks & Street Foods,50 g/ml,145.7,3.01,19.09,6.53,1.51,6.68,80.4,40.2,0.3,0.5,10,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02498,Vegetable samosa,Snacks & Street Foods,100 g/ml,291.3,6.03,38.17,13.06,3.01,13.36,160.7,80.4,0.6,1,20.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02499,Vegetable samosa,Snacks & Street Foods,150 g/ml,437,9.04,57.26,19.59,4.52,20.04,241.1,120.6,0.9,1.5,30.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02500,Vegetable samosa,Snacks & Street Foods,200 g/ml,582.7,12.06,76.35,26.12,6.03,26.72,321.5,160.7,1.21,2,40.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02501,Chicken samosa,Snacks & Street Foods,25 g/ml,78.7,1.63,10.31,3.53,0.81,3.61,43.4,21.7,0.16,0.3,5.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02502,Chicken samosa,Snacks & Street Foods,50 g/ml,157.4,3.26,20.62,7.05,1.63,7.22,86.8,43.4,0.33,0.5,10.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02503,Chicken samosa,Snacks & Street Foods,100 g/ml,314.7,6.51,41.24,14.11,3.26,14.43,173.6,86.8,0.65,1.1,21.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02504,Chicken samosa,Snacks & Street Foods,150 g/ml,472.1,9.77,61.86,21.16,4.88,21.65,260.5,130.2,0.98,1.6,32.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02505,Chicken samosa,Snacks & Street Foods,200 g/ml,629.4,13.02,82.48,28.22,6.51,28.87,347.3,173.6,1.3,2.2,43.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02506,Kachori,Snacks & Street Foods,25 g/ml,82.6,1.71,10.82,3.7,0.85,3.79,45.6,22.8,0.17,0.3,5.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02507,Kachori,Snacks & Street Foods,50 g/ml,165.2,3.42,21.64,7.4,1.71,7.58,91.1,45.6,0.34,0.6,11.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02508,Kachori,Snacks & Street Foods,100 g/ml,330.3,6.83,43.29,14.81,3.42,15.15,182.3,91.1,0.68,1.1,22.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02509,Kachori,Snacks & Street Foods,150 g/ml,495.5,10.25,64.93,22.21,5.13,22.73,273.4,136.7,1.03,1.7,34.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02510,Kachori,Snacks & Street Foods,200 g/ml,660.7,13.67,86.57,29.62,6.83,30.3,364.5,182.3,1.37,2.3,45.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02511,Aloo bonda,Snacks & Street Foods,25 g/ml,83.5,1.73,10.94,3.74,0.86,3.83,46.1,23,0.17,0.3,5.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02512,Aloo bonda,Snacks & Street Foods,50 g/ml,167,3.45,21.88,7.49,1.73,7.66,92.1,46.1,0.35,0.6,11.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02513,Aloo bonda,Snacks & Street Foods,100 g/ml,334,6.91,43.76,14.97,3.45,15.32,184.3,92.1,0.69,1.2,23,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02514,Aloo bonda,Snacks & Street Foods,150 g/ml,500.9,10.36,65.64,22.46,5.18,22.97,276.4,138.2,1.04,1.7,34.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02515,Aloo bonda,Snacks & Street Foods,200 g/ml,667.9,13.82,87.52,29.94,6.91,30.63,368.5,184.3,1.38,2.3,46.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02516,Medu vada,Snacks & Street Foods,25 g/ml,72.6,1.5,9.51,3.25,0.75,3.33,40.1,20,0.15,0.3,5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02517,Medu vada,Snacks & Street Foods,50 g/ml,145.2,3,19.02,6.51,1.5,6.66,80.1,40.1,0.3,0.5,10,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02518,Medu vada,Snacks & Street Foods,100 g/ml,290.4,6.01,38.05,13.02,3,13.32,160.2,80.1,0.6,1,20,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02519,Medu vada,Snacks & Street Foods,150 g/ml,435.6,9.01,57.07,19.53,4.51,19.98,240.3,120.2,0.9,1.5,30,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02520,Medu vada,Snacks & Street Foods,200 g/ml,580.8,12.02,76.1,26.03,6.01,26.63,320.4,160.2,1.2,2,40.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02521,Masala vada,Snacks & Street Foods,25 g/ml,73,1.51,9.57,3.27,0.76,3.35,40.3,20.1,0.15,0.3,5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02522,Masala vada,Snacks & Street Foods,50 g/ml,146.1,3.02,19.14,6.55,1.51,6.7,80.6,40.3,0.3,0.5,10.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02523,Masala vada,Snacks & Street Foods,100 g/ml,292.1,6.04,38.28,13.09,3.02,13.4,161.2,80.6,0.6,1,20.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02524,Masala vada,Snacks & Street Foods,150 g/ml,438.2,9.07,57.42,19.64,4.53,20.1,241.8,120.9,0.91,1.5,30.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02525,Masala vada,Snacks & Street Foods,200 g/ml,584.2,12.09,76.55,26.19,6.04,26.79,322.3,161.2,1.21,2,40.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02526,Pakora,Snacks & Street Foods,25 g/ml,80.3,1.66,10.53,3.6,0.83,3.68,44.3,22.2,0.17,0.3,5.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02527,Pakora,Snacks & Street Foods,50 g/ml,160.7,3.32,21.05,7.2,1.66,7.37,88.6,44.3,0.33,0.6,11.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02528,Pakora,Snacks & Street Foods,100 g/ml,321.3,6.65,42.1,14.4,3.32,14.74,177.3,88.6,0.66,1.1,22.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02529,Pakora,Snacks & Street Foods,150 g/ml,482,9.97,63.15,21.61,4.99,22.1,265.9,133,1,1.7,33.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02530,Pakora,Snacks & Street Foods,200 g/ml,642.6,13.3,84.2,28.81,6.65,29.47,354.5,177.3,1.33,2.2,44.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02531,Onion pakora,Snacks & Street Foods,25 g/ml,67.7,1.4,8.87,3.03,0.7,3.1,37.3,18.7,0.14,0.2,4.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02532,Onion pakora,Snacks & Street Foods,50 g/ml,135.3,2.8,17.73,6.07,1.4,6.21,74.7,37.3,0.28,0.5,9.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02533,Onion pakora,Snacks & Street Foods,100 g/ml,270.6,5.6,35.46,12.13,2.8,12.41,149.3,74.7,0.56,0.9,18.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02534,Onion pakora,Snacks & Street Foods,150 g/ml,405.9,8.4,53.19,18.2,4.2,18.62,224,112,0.84,1.4,28,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02535,Onion pakora,Snacks & Street Foods,200 g/ml,541.3,11.2,70.92,24.26,5.6,24.82,298.6,149.3,1.12,1.9,37.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02536,Spinach pakora,Snacks & Street Foods,25 g/ml,81.3,1.68,10.65,3.64,0.84,3.73,44.9,22.4,0.17,0.3,5.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02537,Spinach pakora,Snacks & Street Foods,50 g/ml,162.6,3.36,21.31,7.29,1.68,7.46,89.7,44.9,0.34,0.6,11.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02538,Spinach pakora,Snacks & Street Foods,100 g/ml,325.2,6.73,42.62,14.58,3.36,14.92,179.4,89.7,0.67,1.1,22.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02539,Spinach pakora,Snacks & Street Foods,150 g/ml,487.8,10.09,63.92,21.87,5.05,22.37,269.1,134.6,1.01,1.7,33.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02540,Spinach pakora,Snacks & Street Foods,200 g/ml,650.4,13.46,85.23,29.16,6.73,29.83,358.9,179.4,1.35,2.2,44.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02541,Bread pakora,Snacks & Street Foods,25 g/ml,72.3,1.5,9.48,3.24,0.75,3.32,39.9,20,0.15,0.2,5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02542,Bread pakora,Snacks & Street Foods,50 g/ml,144.7,2.99,18.96,6.49,1.5,6.64,79.8,39.9,0.3,0.5,10,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA02543,Bread pakora,Snacks & Street Foods,100 g/ml,289.4,5.99,37.92,12.97,2.99,13.27,159.7,79.8,0.6,1,20,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
